48000,0
96000,0
144000,0
192000,0
240000,0
288000,0
336000,0
384000,0
432000,0
480000,0
528000,0
576000,1
624000,1
672000,1
720000,1
768000,1
816000,1
864000,1
912000,1
960000,1
1008000,1
1056000,1
1104000,1
1152000,2
1200000,2
1248000,2
1296000,2
1344000,2
1392000,2
1440000,2
1488000,2
1536000,2
1584000,2
1632000,2
1680000,2
1728000,2
1776000,2
1824000,3
1872000,3
1920000,3
1968000,3
2016000,3
2064000,3
2112000,3
2160000,3
2208000,3
2256000,3
2304000,3
2352000,3
2400000,3
2448000,3
2496000,4
2544000,4
2592000,4
2640000,4
2688000,4
2736000,4
2784000,4
2832000,4
2880000,4
2928000,4
2976000,4
3024000,4
3072000,4
3120000,4
3168000,5
3216000,5
3264000,5
3312000,5
3360000,5
3408000,5
3456000,5
3504000,5
3552000,5
3600000,5
3648000,5
3696000,5
3744000,5
3792000,5
3840000,6
3888000,6
3936000,6
3984000,6
4032000,6
4080000,6
4128000,6
4176000,6
4224000,6
4272000,6
4320000,6
4368000,6
4416000,6
4464000,6
4512000,7
4560000,7
4608000,7
4656000,7
4704000,7
4752000,7
4800000,7
4848000,7
4896000,7
4944000,7
4992000,7
5040000,7
5088000,7
5136000,7
5184000,8
5232000,8
5280000,8
5328000,8
5376000,8
5424000,8
5472000,8
5520000,8
5568000,8
5616000,8
5664000,8
5712000,8
5760000,8
5808000,8
5856000,9
5904000,9
5952000,9
6000000,9
6048000,9
6096000,9
6144000,9
6192000,9
6240000,9
6288000,9
6336000,9
6384000,9
6432000,9
6480000,9
6528000,10
6576000,10
6624000,10
6672000,10
6720000,10
6768000,10
6816000,10
6864000,10
6912000,10
6960000,10
7008000,10
7056000,10
7104000,10
7152000,10
7200000,11
7248000,11
7296000,11
7344000,11
7392000,11
7440000,11
7488000,11
7536000,11
7584000,11
7632000,11
7680000,11
7728000,11
7776000,11
7824000,11
7872000,12
7920000,12
7968000,12
8016000,12
8064000,12
8112000,12
8160000,12
8208000,12
8256000,12
8304000,12
8352000,12
8400000,12
8448000,12
8496000,12
8544000,13
8592000,13
8640000,13
8688000,13
8736000,13
8784000,13
8832000,13
8880000,13
8928000,13
8976000,13
9024000,13
9072000,13
9120000,13
9168000,13
9216000,14
9264000,14
9312000,14
9360000,14
9408000,14
9456000,14
9504000,14
9552000,14
9600000,14
9648000,14
9696000,14
9744000,14
9792000,14
9840000,14
9888000,15
9936000,15
9984000,15
10032000,15
10080000,15
10128000,15
10176000,15
10224000,15
10272000,15
10320000,15
10368000,15
10416000,15
10464000,15
10512000,15
10560000,16
10608000,16
10656000,16
10704000,16
10752000,16
10800000,16
10848000,16
10896000,16
10944000,16
10992000,16
11040000,16
11088000,16
11136000,16
11184000,16
11232000,17
11280000,17
11328000,17
11376000,17
11424000,17
11472000,17
11520000,17
11568000,17
11616000,17
11664000,17
11712000,17
11760000,17
11808000,17
11856000,17
11904000,18
11952000,18
12000000,18
12048000,18
12096000,18
12144000,18
12192000,18
12240000,18
12288000,18
12336000,18
12384000,18
12432000,18
12480000,18
12528000,18
12576000,19
12624000,19
12672000,19
12720000,19
12768000,19
12816000,19
12864000,19
12912000,19
12960000,19
13008000,19
13056000,19
13104000,19
13152000,19
13200000,20
13248000,20
13296000,20
13344000,20
13392000,20
13440000,20
13488000,20
13536000,20
13584000,20
13632000,20
13680000,20
13728000,20
13776000,20
13824000,20
